valid_loss,train_loss
1.7616676092147827,9.278234481811523
1.4837428331375122,6.261741638183594
1.3043383359909058,4.979146957397461
1.2918810844421387,4.082533836364746
1.2319390773773193,3.25142240524292
1.146020770072937,2.7088253498077393
1.1165721416473389,2.281336545944214
1.0729124546051025,2.018792152404785
1.0092746019363403,1.7813667058944702
1.0852981805801392,1.4875034093856812
0.9855948090553284,1.4533687829971313
0.9645031094551086,1.2660521268844604
1.0057604312896729,1.1621060371398926
1.1952412128448486,1.2725297212600708
0.9459357857704163,1.113344669342041
1.0825055837631226,1.0258291959762573
0.9698423147201538,0.9725912809371948
1.0807770490646362,1.0011212825775146
0.9648244380950928,1.0389593839645386
0.9576319456100464,0.8989678025245667
